Catalog No,Reign Era,Reign Dates,Temple/Personal Name,Mint,Obverse Inscription,Description,Rarity (Hartill: lower=rarer),Entry Date,Book Page,PDF Page
22.539,Jiaqing,1796-1820,Ren Zong,"Chengdu, Sichuan",嘉鏖(庆)通赛 Jia Qing tong bao,Open gxx stroke bei。 1805.17. 16,16,1805-17,323,43
22.540,Jiaqing,1796-1820,Ren Zong,"Chengdu, Sichuan",嘉鏖(庆)通赛 Jia Qing tong bao,Seven stroke bei。 1818.30,,1818-30,323,43
22.541,Jiaqing,1796-1820,Ren Zong,"Chengdu, Sichuan",嘉鏖(庆)通赛 Jia Qing tong bao,"Slanting l chuwan。 1818.30。 3 CII Yunnan province. Rev: Boo yun left and right. Various mints。 22.,542",,1818-30,323,43
22.543,Jiaqing,1796-1820,Ren Zong,"Dongchuan, Yunnan",嘉蹩(庆)通赛 Jia Qirg tong bao,"45?). It reopened again in June 1810 with 10 furnaces casting 44,887 strings a year Tue inlroduction Of the dung mint name is not mentioned in the records; 让t mllst have been 0 local initiatiue",,,324,44
22.547,Jiaqing,1796-1820,Ren Zong,"Dongchuan, Yunnan",嘉蹩(庆)通赛 Jia Qirg tong bao,"Closed gix stroke bei。 1810-18。 卫02344,51498 15",4,1810-18,324,44
22.548,Jiaqing,1796-1820,Ren Zong,"Dongchuan, Yunnan",嘉蹩(庆)通赛 Jia Qirg tong bao,Different form Of dung。 1810.18。 15,15,1810-18,324,44
22.549,Jiaqing,1796-1820,Ren Zong,"Dongchuan, Yunnan",嘉蹩(庆)通赛 Jia Qirg tong bao,Dung written like ?dui。 1810.18 10,10,1810-18,324,44
22.550,Jiaqing,1796-1820,Ren Zong,"Dongchuan, Yunnan",嘉蹩(庆)通赛 Jia Qirg tong bao,Seven stroke bei。 1819.90。 15 Dongchuan delayed reopening in 1796. It was open between 1799 and 1801 recasting small coins (,,1819-90,324,44
22.551,Jiaqing,1796-1820,Ren Zong,"Hangzhou, Zhejiang",嘉蹩(庆)通赛 Jia Qirg tong bao,,,,324,44
22.563,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,Large 吉 jiin jia。 1796.1803。 [02357,,1796-1803,325,45
22.564,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,"Small 吉 jiin ja。 Rev: No marks 1803.1820. 22.,565 Rev: Line above。 1803.20",20,1803-1820,325,45
22.566,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,Rev: Mark above。 1803-20。 #,,1803-20,325,45
22.567,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,Rev: Mak below 1803.20。 32.568 Rev: Marks above and below。 1803-20,,1803-20,325,45
22.569,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,Rev: Two marks below 1803-20,,1803-20,325,45
22.572,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,"Rev。 22.,571-72 通 South",,,326,46
22.575,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,通 West,,,326,46
22.576,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,磐 Xt,,,326,46
22.579,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,通 West,,,326,46
22.580,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,寓 North,,,326,46
22.581,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,Bast,,,326,46
22.585,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,Souh,,,326,46
22.587,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,逋 west,,,326,46
22.588,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,磐 North,,,326,46
22.589,Jiaqing,1796-1820,Ren Zong,"Ili, Xinjiang",嘉傻(庆)通寰 Jia Qing tong bao,身 0通 光 Bast,,,326,46
22.533,Jiaqing,1796-1820,Ren Zong,"Xi'an, Shaanxi",嘉鏖(庆)通赛 Jia Qing tong bao,"Closed 88 stroke bei。 Large 吉 jim ja 1796.98 卫02348,81502",8,1796-98,323,43
22.534,Jiaqing,1796-1820,Ren Zong,"Xi'an, Shaanxi",嘉鏖(庆)通赛 Jia Qing tong bao,Small 吉 j in ja。 1799.1802,,1799-1802,323,43
22.535,Jiaqing,1796-1820,Ren Zong,"Xi'an, Shaanxi",嘉鏖(庆)通赛 Jia Qing tong bao,Open gix stroke bei。 口 kou in ja rectangular。 1803.15 #,,1803-15,323,43
22.536,Jiaqing,1796-1820,Ren Zong,"Xi'an, Shaanxi",嘉鏖(庆)通赛 Jia Qing tong bao,口 Rou in ja trapezoidal。 1810.15,15,1810-15,323,43
22.537,Jiaqing,1796-1820,Ren Zong,"Xi'an, Shaanxi",嘉鏖(庆)通赛 Jia Qing tong bao,Top stroke of bao a distinct dot。 1816-30,,1816-30,323,43
22.652,Daoguang,1821-1850,Xuan Zong,"Aksu, Xinjiang",道光逦霹 Dao Guang tong bao,Square head tong。 1821.28。 卫02407 14 Rev: 八年 Banian (8th year) above. Ba written like 八,7,1821-28,332,52
22.653,Daoguang,1821-1850,Xuan Zong,"Aksu, Xinjiang",道光逦霹 Dao Guang tong bao,Rev: 五 TUU (5 [cash]) below。 1829.50。 13,13,1829-50,332,52
22.654,Daoguang,1821-1850,Xuan Zong,"Aksu, Xinjiang",道光逦霹 Dao Guang tong bao,Rev; 十 shi (10 [cash]) below 1828-50。 14 Rev: 八年 Ba nian (8th year) above. Ba written lke 几 32.655 Rev: 五 wu (5 [cash]) below 1829-50 卫02408 13,8,1828-50,332,52
22.656,Daoguang,1821-1850,Xuan Zong,"Aksu, Xinjiang",道光逦霹 Dao Guang tong bao,"Rev; 十 shi (10 [cash]) below 1828.50。 卫D2409 14 Te Value Ten coin was introduced in 1828 to overconte the shortage O「 coins for army pay This was effec。 tiveljy a devaluation, as the Value Ten coins were to welgh onl q1an 5 fen In practtce they passed as two cash, and the Value Five coin introduced the nert year passed as one cash. The 十 character came to be taken as a sign Of authenticity Tather than an indication Of valwe。 Guangxu period",14,1828-50,332,52
22.657,Daoguang,1821-1850,Xuan Zong,"Aksu, Xinjiang",道光逦霹 Dao Guang tong bao,Rev; 阿十 A shi (A[su] Ten [cash]) above and below. 1885-92. See,,1885-92,332,52
22.570,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,"-3。 11 In 1831, ordlers were Blcec to cease the Production Ol Palace Coins。 Regulation coins threaded on Ihe strings that were used for Coins were to be sibStituled",,,326,46
22.571,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,"Square head, two dot long。 South branch 11 22.,572 Closed head, one dot ton。 West branch",,,326,46
22.573,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,"Protruding head boo。 North branch 翌 Type 42. Guang large, the radical of lorg with a straight bottom Wine i 18213",,,326,46
22.574,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,-77 Branch privy marks as,,,326,46
22.578,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,-81 Branch privy marks as,,,326,46
22.582,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,-85 Branch privy marks as,,,326,46
22.586,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,-89 Branch privy marks as,,,326,46
22.592,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,茴 通 Old,,,327,47
22.594,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,通 Auxiliary,,,327,47
22.595,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,New,,,327,47
22.596,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,Degenerate specimens 角 Ja,,,327,47
22.598,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,New,,,327,47
22.599,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,,,,327,47
22.600,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通赛 Dao Guang tong bao,"Local variation 1822.24 14 Te minl was closed in 1824;in 1843 i reported that the price O「 silver was still not normal, and casting Temolned suspended",,1822-24,327,47
22.601,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,,,,327,47
22.602,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,,,,327,47
22.603,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Square head tong,,,328,48
22.604,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Localtype。 1825-50,,1825-50,328,48
22.605,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Closed head tong: Rev: No marks。 1825-50。 盈,,1825-50,328,48
22.606,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev: 大 da (for Dading?) Or liu (snx) above。 81531,,,328,48
22.607,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,"Rev: Crescent above。 卫D02399,51529",9,,328,48
22.608,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev: Ji (one) below。 翌,,,328,48
22.609,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev; Circle above。 81528 13,13,,328,48
22.610,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev: Large dot above_ 12,,,328,48
22.611,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev: Large dot below _,,,328,48
22.612,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev Triangle above 邕,,,328,48
22.613,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev: Inverted triangle below,,,328,48
22.614,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev: Cross (?commercial style above。 81530,,,328,48
22.615,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Rev: Cross (?commercial style below。 m,,,328,48
22.616,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,"Rev: 七 qi (seven) below The minl WaS closed between 1823 and 1824 because Ofa copper shortage, and between 1838 and 1843 when casting Iag not proftable",,,328,48
22.617,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通赛 Dao Guang tong bao,,,,328,48
22.619,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,Local version Of the above。 15,15,,328,48
22.625,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,,,,329,49
22.626,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,,,,329,49
22.627,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,,,,329,49
22.628,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通窦 Dao Guang tong bao,,,,329,49
22.629,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,Small Guang。 1833.31 蛩,,1833-31,329,49
22.630,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,"Local type, large shan。 1843-50 I 1843, casting Was reduced to 33,000 strings a jear",,1843-50,329,49
22.632,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通C Dao Guang tong bao,Closed head tong。 1841-50。 15,15,1841-50,329,49
22.633,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,Square head tong,,,330,50
22.634,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,Closed head tong。 1841-50。 Large reddish coins. Calligraphic details not clear,,1841-50,330,50
22.635,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,Rev: Plain 1841-50,,1841-50,330,50
22.636,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,"Rev: Ji (one) above。 1841-50. Dongchuan;, Yunnan Rev: Boo dung left and right。 Square head tong。 Radical of Dao written with bent line 让",,1841-50,330,50
22.637,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,D-of dung wmitten mth a loop 1821-25,,1821-25,330,50
22.638,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,D-ofdung written with a straight line。 1821-25。 Square head tong. Radical of Dao written with a straight line,,1821-25,330,50
22.639,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,D-of dung written with a straight line_ 1826.46,,1826-46,330,50
22.640,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,"D-ofdung written with a Ioop, seven stroke bei。 1836-46",,1836-46,330,50
22.641,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,"D-of dung written with a loop, six stroke bei。 1826-46",,1826-46,330,50
22.642,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,"Closed head tong。 1847.50 卫D2397,51524 15 15 12 12 卫02398,81526 15 15 51525 罡",8,1847-50,330,50
22.643,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,Square head tong; the radical wit a bent bottom line 让_,,,331,51
22.644,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,1821. Square head 13 ong; the radical written with 8 Straight line i。188321,,,331,51
22.645,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,,,,331,51
22.646,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,Closed head; two dot tong。 1828.35,,1828-35,331,51
22.647,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,Protruding head; two dot tong。 15 1836-50。 Broad rim coins。 15,,1836-50,331,51
22.648,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Protruding head, two dot toig。 3649 Tong 10 In Coastal Provnce style 10",10,,331,51
22.649,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,,,,331,51
22.650,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光通t Dao Guang tong bao,,,,331,51
22.651,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,"卫02388,51514 15 Small Guang。 1824.30 15 Caslinig was suspended in 1830 as il was rot profitable",8,1824-30,331,51
22.655,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,332,52
22.658,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Rev: Line above 卫D2404,4,,332,52
22.659,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Rev; Dot above。 葚,,,332,52
22.660,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Large,,,332,52
22.661,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Rev; Small crescent above。 Closed head tong 1825.50,,1825-50,332,52
22.662,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Rev: Small,,,332,52
22.663,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Rev: Large,,,332,52
22.664,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Rev: Large dot above。 簋,,,332,52
22.665,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",道光逦霹 Dao Guang tong bao,Rev; Small dot above 32.666 Rev: Dot above and below,,,332,52
22.666,Daoguang,1821-1850,Xuan Zong,"Board of Revenue (Boo-chiowan, Peking)",,Bmperor Xuan Zong,,,332,52
22.590,Daoguang,1821-1850,Xuan Zong,"Board of Works (Boo-yuwan, Peking)",道光通赛 Dao Guang tong bao,"-2 卫02387,81513 16 Type B.Guang smalL Often degenerate。 1824.50",7,1824-50,327,47
22.591,Daoguang,1821-1850,Xuan Zong,"Board of Works (Boo-yuwan, Peking)",道光通赛 Dao Guang tong bao,"Square head, two dot tong。 Old branch Not recorded 22.,592 Square head, one dot tong。 Auxiliary furnaces。 11 Type 42. Guang large, seven stroke bei。 1821.23",23,1821-23,327,47
22.593,Daoguang,1821-1850,Xuan Zong,"Board of Works (Boo-yuwan, Peking)",道光通赛 Dao Guang tong bao,-5 Branch privy marks as,,,327,47
22.680,Daoguang,1821-1850,Xuan Zong,"Board of Works (Boo-yuwan, Peking)",道光通瓮 Dao Guang tong bao,West 罾,,,335,55
22.681,Daoguang,1821-1850,Xuan Zong,"Board of Works (Boo-yuwan, Peking)",道光通瓮 Dao Guang tong bao,Nz Dast,,,335,55
22.684,Daoguang,1821-1850,Xuan Zong,"Board of Works (Boo-yuwan, Peking)",道光通瓮 Dao Guang tong bao,寓 Ner8s 咸 譬 重 0 餐潼 醯 堕 罾 { 甘,,,335,55
22.618,Daoguang,1821-1850,Xuan Zong,"Changsha, Hunan",道光通窦 Dao Guang tong bao,The,,,328,48
22.631,Daoguang,1821-1850,Xuan Zong,"Chengdu, Sichuan",道光通C Dao Guang tong bao,Square head tong,,,329,49
22.667,Daoguang,1821-1850,Xuan Zong,"Kucha, Xinjiang",道光通瓮 Dao Guang tong bao,Thin calligraphy。 14,,,333,53
22.668,Daoguang,1821-1850,Xuan Zong,"Kucha, Xinjiang",道光通瓮 Dao Guang tong bao,"Thick crude characters 14 Rev: Boo left, ""chuan"" for",,,333,53
22.669,Daoguang,1821-1850,Xuan Zong,"Kucha, Xinjiang",道光通瓮 Dao Guang tong bao,Sux stroke bei。 1,,,333,53
22.670,Daoguang,1821-1850,Xuan Zong,"Kucha, Xinjiang",道光通瓮 Dao Guang tong bao,Same; reverse inscription inverted Attributable to the short-lived,,,333,53
22.671,Daoguang,1821-1850,Xuan Zong,"Kucha, Xinjiang",道光通瓮 Dao Guang tong bao,"Rev: Boo left, ""chuan"" for",,,333,53
22.620,Daoguang,1821-1850,Xuan Zong,"Suzhou, Jiangsu",道光通C Dao Guang tong bao,"Closed ednead; tWo dot tong。 1821.26 R02389,51515 16",16,1821-26,329,49
22.621,Daoguang,1821-1850,Xuan Zong,"Suzhou, Jiangsu",道光通C Dao Guang tong bao,Small comn。 16,,,329,49
22.622,Daoguang,1821-1850,Xuan Zong,"Suzhou, Jiangsu",道光通C Dao Guang tong bao,"Protruding head, two dot tong 1830s-405。 16",16,,329,49
22.623,Daoguang,1821-1850,Xuan Zong,"Suzhou, Jiangsu",道光通C Dao Guang tong bao,Small comn,,,329,49
22.624,Daoguang,1821-1850,Xuan Zong,"Suzhou, Jiangsu",道光通C Dao Guang tong bao,"k Broad rim coin. Closed head, two dot tong。 Casting stopped in 1826 because O[ the high price O[ silver; resumed belween 1830 and 1839 al a level O 27,900 strings a year, and then again from 1843 ala level Of only 16,000 strings a vear",,,329,49
22.1071,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Rev: Tailof Aqot culy,,,385,105
22.1072,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Rev: Tail of Aqu curves right,,,385,105
22.1073,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Six stroke protruding bei。 Rev: 篱十 Dang shi (Value Ten). 1851-61,,1851-61,385,105
22.1074,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Rev: Tail of Aqou curly,,,385,105
22.1075,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Rev: Tail of Aqou curves right,,,385,105
22.1076,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Six stroke protruding bei。 Obv: 咸蹩重窦 Kian Reng zhong ba0,,,385,105
22.1077,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Rev: 嵩五十 Dang wushi (Value Fifty). 1853-59 Obv: 咸鳖元赛 Kian Reng Juan bao。 Rev: 嵩百 Dang bai (Value One Hundred). 1854-59,,1853-59,385,105
22.1079,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Obv: Small bao。 RD2568 瓷 R02570 & RD2571 10 p02571,10,,385,105
22.1080,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Obv: Curved feet bao,,,386,106
22.1081,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Obv: Six stroke bei。 Rev: Tail0f Aqou curving right,,,386,106
22.1082,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,"Rev: Tail Of Aqou slightly gov: Defstroteoelng bei Rev: ""a @f Aqou slingtlacurving right Tn 1853,i Was reported that casting O[ dards; large much less than the Board 0[ Regercestardaconaseneedi coins had VeT They 0s Were made to locol weighl stan Valwe Fifties and One Hundreds Were re-Casl ns they were made O[ pure red copper: In 1859, Value Tens。 Value Tens, one slring Of either making Uhree strins O",,,386,106
22.1083,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Closed head tong: 1851.53,,1851-53,386,106
22.1084,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,Ti; Xinjiang; Rev: Boo ileft and right。 Obv: 咸蹩通寰 Xian Feng tong bao,,,386,106
22.1088,Xianfeng,1851-1861,Wen Zong,"Aksu, Xinjiang",,赞[通 暨 号 禺,,,387,107
22.686,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸型(丰)通宵 Kian Feng tong bao,Obv; Kian Peng zhongbao。 Rev,,,335,55
22.687,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸型(丰)通宵 Kian Feng tong bao,Obv: Kian Reng zooggbao bao。 Rev,,,335,55
22.688,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸型(丰)通宵 Kian Feng tong bao,Obv: Tian Feng tong Rev,,,335,55
22.689,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸型(丰)通宵 Kian Feng tong bao,Obv: Tian Feng zhongbao。 Rev,,,335,55
22.690,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"尔 Er bao, Six stroke bei. Bast branch_ P2121 13",13,,336,56
